Map|Map description|mod|numSSG|numNG|numSNG|numGL|numRL|numLG|numShellsSmall|numShellsBig|numNailsSmall|numNailsBig|numCellsSmall|numCellsBig|numRocketsSmall|numRocketsBig|numHealthSmall|numHealthBig|numMegaHealth|numGA|numYA|numRA|numQuads|numRings|numPents|numEnviroSuits|numSpawns|numTeleports|numSecrets|numSecretDoors
sofdm3|sof dm3|dm|4|3|1|3|3|2|0|0|2|3|5|0|5|0|0|10|0|2|2|1|1|0|0|0|18|5|0|0
sofdm4|sof   dm4|dm|3|1|1|3|2|1|1|0|3|0|3|0|3|0|0|13|0|2|1|1|0|1|0|0|15|0|0|0
soh|South Of Heaven|dm|6|5|6|5|3|2|14|0|0|12|8|0|14|0|0|25|2|3|3|1|3|2|1|0|20|11|0|0
space|Space Battle|dm|1|1|1|1|1|1|2|0|0|4|2|0|2|0|0|0|0|0|0|0|1|0|1|0|6|0|0|0
space1|(null)|dm|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|5|9|0|0
spacport|(null)|dm|1|0|1|1|1|1|0|0|0|13|0|5|10|0|0|11|1|0|0|1|1|1|0|0|23|1|0|0
spamarena|(null)|dm|0|0|0|1|0|0|0|0|0|0|0|0|3|0|0|3|0|1|2|1|0|0|0|0|4|0|0|0
spank|Castle Spank|dm|1|1|1|1|1|0|0|1|0|1|0|0|5|0|0|5|0|1|0|0|1|0|0|0|5|1|0|0
spank1| spank1                   \  by Phats of Dteam|dm|0|0|1|1|2|1|0|0|0|1|2|0|2|0|0|0|1|1|0|1|1|0|0|0|3|3|0|0
spdm1|SPDM1   ALPHA DUEL                                           by Stonepony|dm|0|0|1|1|2|1|0|0|0|4|4|0|3|0|0|7|0|0|1|1|0|1|0|0|9|1|0|0
spear|Spear point   By ThinG  |dm|1|1|1|1|1|1|2|0|0|4|2|0|5|0|0|10|1|1|1|1|1|1|0|0|5|2|0|0
spidy1|spidy1|dm|2|1|1|1|2|1|3|0|0|2|2|0|8|0|0|10|1|1|2|1|0|0|0|0|6|4|0|0
spine| spine \qonference  98 tournament map\by headshot|dm|1|0|1|1|2|1|2|0|1|5|1|1|2|1|3|2|1|1|1|1|0|0|0|0|6|4|0|0
spinev2| spine v2 \qonference  98 tournament map\rev  2 0\by headshot|dm|0|0|2|1|2|1|0|0|3|3|3|1|4|1|5|2|1|1|1|1|0|0|0|0|6|4|0|0
spinev3a| spine v3 \qonference  98 tournament map\rev  2 0\by headshot  modified by inertia|dm|0|0|2|1|2|1|0|0|3|3|3|1|0|1|5|2|1|2|1|1|0|0|0|0|6|4|0|0
spinev3a2|spinev3a2    ya mega ya version|dm|0|0|2|1|2|1|0|0|3|3|3|1|0|1|5|2|1|1|2|0|0|0|0|0|6|2|0|0
spiral02|Rocketman s Death Spiral|dm|2|2|2|2|2|2|5|0|0|7|4|0|8|0|0|6|0|2|2|1|1|1|1|0|16|0|0|0
spirit1dm2|spirit1dm2    Ultima ratio  Q1 |dm|1|1|1|1|1|1|2|0|0|3|0|1|1|0|0|3|1|2|1|0|0|0|0|0|6|2|0|0
spirit1dm3|spirit1dm3    Zeal and Fury|dm|2|1|1|1|2|1|4|0|0|5|4|0|4|0|0|7|1|2|1|1|0|0|0|0|8|3|0|0
spirit1t3|spirit1t3    Zeal and Fury    Tourney Edition|dm|1|0|1|1|2|1|5|0|0|5|4|0|3|0|0|4|1|2|1|1|0|0|0|0|7|1|0|0
spiritqwdm2|spiritqwdm2    Ultima ratio  QW |dm|1|1|1|1|1|1|2|0|0|3|0|1|1|0|0|3|1|2|1|0|0|0|0|0|6|2|0|0
spiteos|spiteos introduction|dm|2|3|2|2|1|0|7|0|2|9|0|0|6|0|3|11|1|2|1|1|1|2|0|0|11|12|0|0
spitfire|  pit ire |dm|1|1|1|1|2|1|2|2|2|2|0|4|3|1|3|5|1|1|1|1|1|0|0|0|8|4|0|0
splat|Splat\by Zaka\|dm|1|1|2|1|1|1|0|0|3|2|2|1|3|1|4|10|0|1|1|1|1|0|1|0|8|1|0|0
splat2|Splat\by Zaka\|dm|1|1|2|1|1|1|0|0|3|2|2|1|3|1|4|10|0|1|1|1|1|0|1|0|8|1|0|0
spnxwalk|  SphinxWalk  |dm|1|1|1|1|2|1|1|0|0|5|4|0|4|0|2|5|1|2|1|0|0|0|0|0|7|2|0|0
spooge|Spooge all over the world|dm|8|2|2|1|2|3|2|0|1|1|2|1|1|1|0|16|2|0|1|1|1|2|1|0|16|4|0|0
sport|DCU Sports Hall By The Dead One|dm|3|1|2|2|1|1|9|0|0|10|2|0|6|0|0|20|0|0|0|0|1|1|0|0|15|0|0|1
spr|created by zpeef zpeef online no|dm|0|3|1|0|1|0|3|0|0|7|4|0|6|0|0|7|1|0|0|1|0|0|0|0|5|0|0|0
spud|house of spud|dm|2|1|1|2|1|1|6|0|4|7|4|6|1|1|0|13|1|2|1|1|0|1|1|0|10|7|0|0
sq2k|SQUARE2K   TF ELITE DEATHMATCH|dm|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|17|0|0|0
squared|Tom Servo Squared|dm|4|0|2|0|0|2|6|0|0|0|5|0|3|0|0|0|0|0|0|1|1|0|0|0|8|0|0|0
squares|(null)|dm|6|0|2|2|2|0|0|0|0|8|0|0|4|0|0|0|0|0|0|0|0|0|2|0|8|2|0|0
squim|No caption|dm|4|1|1|1|1|1|3|0|0|0|0|0|2|0|0|3|0|1|0|1|1|0|0|0|8|0|0|0
squish|(null)|dm|0|0|0|0|1|0|0|0|0|0|0|0|8|0|0|0|0|2|0|0|0|0|0|0|2|1|0|0
squishem|Squishem by J J D   Budly |dm|1|0|2|2|3|1|0|0|0|0|2|0|1|0|0|4|0|1|0|1|1|1|1|0|6|0|0|0
srq4|srq4|dm|1|1|1|1|1|1|3|0|0|4|2|0|4|0|0|7|0|1|1|1|1|0|0|0|9|0|0|0
srq8|srq8|dm|1|1|1|1|1|0|1|0|0|2|0|0|3|0|0|5|0|0|1|1|1|0|0|0|4|0|0|1
ssa|Stormy Skys Arena|dm|2|1|4|1|11|2|12|0|0|6|0|0|9|0|0|54|0|5|2|1|0|3|1|0|15|0|0|0
ssslink|SSSlink  An ANTAX Map|dm|3|1|0|2|0|0|6|0|1|1|0|0|1|1|0|5|0|0|2|0|0|0|0|0|6|1|0|0
sssm09|Sali Si Sos Macho V1 0|dm|8|8|0|0|0|0|8|0|0|8|0|0|0|0|0|0|0|0|1|0|0|0|0|0|8|0|0|0
stadium|Stadium of Hell|dm|1|0|1|1|1|1|2|0|0|3|4|0|4|0|0|7|0|1|1|1|0|0|0|0|8|3|0|0
stagdm3|Assisted Suicide   by Stagger|dm|2|1|1|1|2|1|2|0|0|5|5|0|2|0|0|5|1|0|1|1|0|0|1|0|7|4|0|0
stagnamonium|The Stagnamonium|dm|1|0|1|1|1|0|3|0|1|2|0|0|4|0|8|8|1|1|1|1|1|0|0|0|16|4|0|0
stair|Kyle Rules |dm|2|1|1|2|2|1|0|0|0|1|2|0|5|0|0|8|3|2|1|1|1|0|1|0|14|0|0|0
stairs|what stairs |dm|0|0|0|0|4|0|0|0|0|0|0|0|4|0|0|0|0|4|0|0|0|0|0|0|4|0|0|0
stalk4_wip01|(null)|dm|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|1|1|1|0|4|4|0|1
stalk4_wip02|Gregorian |dm|2|1|2|1|2|2|3|0|0|4|0|4|2|0|2|5|1|0|1|1|1|1|1|0|4|8|0|1
stalk5_wip01|Go2Hell|dm|0|1|1|1|1|1|0|0|0|0|2|0|0|2|0|0|1|0|1|1|1|0|1|0|5|3|0|0
stalk5_wip02|SDM1|dm|1|1|1|1|1|1|2|0|0|3|2|0|2|0|2|2|1|1|1|1|1|0|0|0|5|2|0|0
stalk5_wip03|SDM1|dm|1|1|1|1|1|1|2|0|0|3|2|0|2|0|2|2|1|1|1|1|1|0|0|0|5|2|0|0
stargate|The Stargate|dm|0|0|1|3|1|2|4|0|0|5|0|0|4|0|0|7|0|1|1|1|1|0|1|0|10|5|0|2
start2|Command HQ|dm|2|1|1|1|1|1|1|0|0|3|4|0|5|0|0|8|0|1|1|1|1|1|1|0|16|1|0|1
statd2a|created using qED  by matt tagliaferri|dm|3|0|2|1|1|1|8|0|0|7|10|0|14|0|0|26|1|2|2|1|0|0|0|0|8|4|0|0
sm35_necros|Your Anus is Famous\ C  2001   Necros\|dm|2|2|1|1|0|0|8|0|4|3|0|0|5|0|7|8|0|2|1|1|1|0|0|0|7|0|0|1
sm35_nekroe|Thirty Five Pieces of Toast   by Nekroe|dm|1|1|1|0|1|0|2|0|0|4|0|0|2|0|0|15|1|1|1|1|0|0|0|0|8|0|0|0
sm37_than|sm37 than   turnip|dm|1|0|1|0|1|0|7|1|3|2|0|0|2|1|3|10|0|2|0|1|1|0|0|0|6|0|0|0
sm38_daz|Arseholes and elbows |dm|0|0|0|4|2|2|0|8|8|0|8|0|8|0|0|12|0|2|0|0|0|1|0|0|8|0|0|0
sm38_gemein|Liquid City by   emein|dm|3|2|2|0|0|0|5|0|0|5|0|0|0|0|0|6|0|1|0|0|1|0|1|0|4|0|0|0
sm38_sb|Beyond a Joke   By Starbuck|dm|1|0|1|1|1|0|2|0|0|4|0|0|7|0|0|9|1|0|1|0|0|0|0|0|9|0|0|0
sm38_speedy|wait   |dm|1|1|1|1|1|0|1|2|7|0|0|0|1|0|1|6|1|0|1|1|0|0|0|0|4|0|0|0
sm39_ap|Nasal devastation|dm|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|3|6|0|0
sm39_blitz|(null)|dm|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|3|0|0|0
sm39_dietz|(null)|dm|1|0|1|1|1|0|3|0|3|0|0|0|0|1|8|0|0|0|0|1|0|0|0|0|4|0|0|0
sm39_ray|Faiip de Oiad\|dm|1|0|1|1|2|1|0|2|2|2|0|0|4|0|2|4|0|1|1|0|1|0|0|0|7|4|0|0
sm39_scampie|crashed my damn net|dm|1|0|1|1|2|1|0|0|0|0|0|0|1|0|0|7|0|0|0|0|1|0|0|0|8|2|0|0
sm39_xenon|Mantra|dm|0|0|0|1|1|0|2|0|0|2|0|0|4|0|0|7|1|0|0|1|0|0|0|0|4|1|0|0
sm3_bear|(null)|dm|2|0|1|2|1|1|2|0|0|4|3|0|1|0|0|6|0|2|1|0|1|0|0|0|6|0|0|0
sm3_inane|(null)|dm|1|1|1|1|1|1|2|0|0|4|2|0|2|0|0|4|0|1|1|0|0|0|0|0|4|0|0|0
sm3_misyu|Speedy Castle by MisYu|dm|1|0|1|0|0|1|0|1|1|2|2|0|0|0|2|1|1|1|0|0|0|0|0|0|4|2|0|0
sm3_ray|SPEAK OF THE DEVIL\|dm|0|1|1|1|3|2|0|0|0|0|7|0|7|2|0|4|1|2|1|1|1|0|0|0|6|4|0|0
sm3_scampie|(null)|dm|0|0|0|1|1|0|0|0|0|0|0|0|6|0|0|0|0|0|0|0|0|0|0|0|8|0|0|0
sm3_vigil|Polarbers and Penguins|dm|0|0|0|2|2|1|0|0|0|0|0|4|5|2|2|3|1|2|0|0|0|0|0|0|4|3|0|0
sm4|The Small Place|dm|1|1|1|1|2|1|2|1|1|4|1|2|3|1|5|4|1|2|1|1|1|0|0|0|6|5|0|0
sm41_chain|Second Strike|dm|1|1|1|1|1|1|0|2|2|0|3|0|3|0|0|6|1|0|2|0|1|0|0|0|4|1|0|0
sm41_ewerd|(null)|dm|0|0|0|0|4|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|1|0|0|0|3|0|0|0
sm41_harb|Zarg from Kronk|dm|1|1|2|1|1|1|0|0|6|0|0|4|0|4|0|8|0|0|1|2|0|0|0|0|7|4|0|0
sm41_ray|Readymix\by NotoriousRay\|dm|1|0|1|1|2|2|2|1|1|1|0|2|2|4|3|5|1|1|1|1|1|0|0|0|8|3|0|0
sm41_speedy|black noise|dm|0|0|0|0|2|0|0|0|0|0|0|0|2|0|0|1|0|2|0|1|0|0|0|0|5|2|0|0
sm41_starbuck|by Starbuck|dm|1|1|1|1|1|0|11|0|0|11|0|0|4|0|0|21|1|0|2|1|1|0|0|0|10|3|0|0
sm41_xen|Dude wtf is this crap|dm|1|0|1|1|1|1|4|0|0|6|3|0|6|0|0|0|3|0|0|1|0|0|0|0|2|2|0|0
sm43_scampie|Rexall|dm|1|0|0|1|1|1|2|1|0|0|3|0|4|1|2|2|1|1|0|0|0|0|0|0|6|0|0|0
sm44_bp|BlackPope He likes his chilli with parmesan cheese on top|dm|0|0|0|0|3|1|0|0|0|0|4|0|2|0|0|4|0|1|0|1|1|0|0|0|7|0|0|0
sm44_scampie|moo say the moocow|dm|1|0|1|1|1|1|0|1|0|0|0|2|0|2|0|3|0|0|0|0|0|0|0|0|7|0|0|0
sm46_scampie|SWAMPY TREES|dm|1|0|1|0|1|1|4|0|0|4|4|2|3|1|0|5|0|1|0|1|0|0|0|0|9|1|0|0
sm47_scampie|What s in a crate |dm|1|0|1|1|1|1|0|2|0|2|2|1|2|2|0|3|0|0|0|1|1|0|0|0|8|1|0|0
sm47_starbuck|Glass Nebula   by Starbuck|dm|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|5|0|0|0
sm48_czg|Cuboid 192|dm|3|0|2|0|1|0|0|4|4|0|0|0|0|2|2|0|1|0|1|0|1|0|0|0|6|2|0|0
sm48_ray|base ic instinct|dm|0|0|1|1|1|1|1|1|1|0|1|3|0|4|0|6|0|1|1|0|0|1|0|0|10|3|0|0
sm48_xen|T I M E G A T E|dm|0|0|0|0|1|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|1|0|1|0|4|9|0|0
sm4_aru|(null)|dm|0|0|0|1|2|1|0|0|0|0|2|0|2|2|0|2|0|1|1|1|0|0|0|0|2|3|0|0
sm4_bear|(null)|dm|2|0|2|1|2|1|2|0|0|6|4|0|2|0|0|8|0|1|1|1|1|0|0|0|9|1|0|0
sm4_vondur|Satanic Perspective|dm|0|0|0|1|1|1|0|0|0|0|0|2|0|2|3|0|0|0|1|1|0|0|0|0|6|2|0|0
sm4_xenon|Elder Whirled|dm|2|2|1|0|1|0|0|8|12|0|0|0|0|10|0|12|1|0|2|2|1|1|0|0|16|0|0|0
sm52_ray|The baze of two deaths|dm|0|0|1|1|1|1|2|3|1|1|4|1|4|2|3|3|1|1|1|0|0|0|0|0|7|1|0|0
sm52_starbuck|Man of Steel   by Starbuck|dm|1|0|1|1|0|0|4|0|0|0|0|0|0|0|0|6|1|0|0|1|0|0|0|0|8|0|0|0
sm53_rpg|A Genius Trapped in an Idiot s Cubish|dm|1|0|0|1|2|1|1|0|0|0|5|0|2|0|2|6|1|0|1|1|0|0|0|0|6|3|0|0
sm54_czg|Light teabagging industries infrastructure interface initializer|dm|2|1|0|1|1|0|0|3|7|0|0|0|0|3|0|0|1|0|0|1|1|0|0|0|7|0|0|0
sm54_grahf|Quiver Level|dm|1|0|1|0|1|0|3|0|0|2|0|0|1|0|0|5|1|1|0|0|0|0|0|0|5|0|0|0
sm59_starbuck|The Killing Moon   by Starbuck|dm|2|1|1|1|1|0|5|1|2|2|0|0|4|1|2|13|1|1|1|0|1|0|0|0|12|0|0|0
sm5_aard|(null)|dm|0|0|0|0|2|1|0|0|0|0|0|0|1|0|0|7|1|0|2|0|1|0|0|0|6|3|0|0
sm5_aru|Save the Drama for your Mama|dm|2|1|2|0|3|1|2|0|0|3|2|0|3|5|0|5|0|1|1|1|1|0|0|0|9|4|0|0
sm5_bear|(null)|dm|2|0|1|0|2|1|1|0|0|5|4|0|3|0|0|11|0|2|2|0|1|0|0|0|8|1|0|0
sm5_gibbie|(null)|dm|5|0|2|0|2|1|4|0|0|4|4|0|4|0|0|8|1|2|2|0|0|0|0|0|8|2|0|0
sm5_grahf|Quiver Level|dm|1|0|0|1|1|0|2|0|0|1|0|0|1|0|0|3|0|0|1|0|0|0|0|0|3|0|0|0
sm5_inane|(null)|dm|1|1|2|1|1|1|2|0|0|4|2|0|4|0|0|8|0|0|2|1|0|0|0|0|7|0|0|0
sm5_scampie|SUCK|dm|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|1|0|0|8|0|0|0
sm5_speed|gagarin s pollution|dm|2|0|2|0|1|1|0|0|4|0|2|1|4|0|0|6|0|2|1|0|0|1|0|0|10|3|0|0
sm60_gleeb|(null)|dm|0|0|1|0|0|1|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|0|0
sm60_metl| than  I wonder if women are actually a different colour in real life|dm|1|1|1|1|0|1|2|0|0|1|1|0|1|0|0|4|1|0|1|0|0|0|0|0|5|2|0|0
sm60_xen|Only in my dreams|dm|0|0|1|0|1|1|0|0|4|0|0|2|0|3|0|6|1|0|2|1|1|0|0|0|4|1|0|0
sm60_zwiffle|(null)|dm|0|1|1|1|1|0|4|0|0|4|0|0|3|0|0|4|0|0|0|0|0|0|0|0|5|0|0|0
sm65_czg2|Blue Pink Orange  West  no green |dm|5|0|2|1|1|0|0|0|0|4|0|0|0|3|0|0|1|0|0|0|1|0|0|0|6|3|0|0
sm65_scampie|it s all starbuck s fault|dm|1|0|0|2|4|2|0|4|0|0|4|4|10|0|2|4|0|0|2|0|1|0|0|0|13|0|0|0
sm65_zwiffle|Lacerations|dm|1|0|1|1|0|1|5|0|0|4|2|0|2|0|0|4|0|0|1|0|0|0|0|0|6|0|0|0
sm6_aard|(null)|dm|0|0|1|0|3|1|0|0|0|0|0|0|3|0|0|6|0|0|2|0|1|0|0|0|9|0|0|0
sm6_daz|oh fuck it    By DaZ|dm|1|0|1|1|1|1|0|2|2|0|2|0|0|4|0|4|0|0|0|0|1|0|0|0|5|1|0|0
sm6_fern|Chutes and Bastards|dm|2|0|2|0|2|1|0|0|2|0|2|0|0|2|0|4|0|0|0|1|0|0|0|0|8|0|0|0
sm6_ray|PIKAAAAAAAAAAAAAAAAA|dm|1|1|0|0|3|2|0|0|0|0|0|0|18|0|0|11|1|1|1|2|1|1|0|0|10|5|0|0
sm6_vigil|Rakupoksauttelujuhlat|dm|0|0|1|0|2|1|0|0|0|2|0|4|0|3|0|2|1|1|2|0|0|0|0|0|7|2|0|0
sm6_vondur|Cat|dm|0|0|1|0|1|1|0|0|0|0|0|1|0|2|2|2|0|0|0|1|1|1|0|0|6|6|0|0
sm70_czg|Hello Kitty vs  Hello Penis|dm|3|0|1|1|1|0|0|0|0|4|0|0|1|0|0|4|0|0|0|1|1|0|0|0|6|3|0|0
sm72_cardo|Fracture by CardO|dm|1|0|0|1|1|0|4|0|0|0|0|0|3|0|0|4|1|1|0|0|0|0|0|0|4|2|0|0
sm73_nane|nane sm73|dm|0|0|0|0|9|1|0|0|0|0|0|0|0|60|0|0|0|0|0|0|7|0|0|0|7|25|0|0
sm75_nane|Speedmap 75 by nane|dm|1|0|1|1|1|1|0|2|3|0|0|3|0|6|0|3|1|1|1|0|1|0|0|0|7|2|0|0
sm78_zwiffle|Han Solo w  Funky Town performs Real Slim Shady|dm|1|1|0|1|1|0|2|0|0|1|0|0|1|0|0|3|0|1|0|0|0|0|0|0|4|2|0|0
sm7_aard|(null)|dm|0|0|3|0|4|1|0|0|0|0|0|0|2|1|0|10|1|1|1|0|1|0|0|0|13|0|0|0
sm7_aru|GO MAP EVERYONE   Arutay01|dm|1|0|1|0|2|1|6|0|0|3|5|0|3|3|0|7|1|2|1|1|0|0|0|0|8|5|0|0
sm7_bal|(null)|dm|1|0|1|1|2|1|2|0|0|2|4|0|6|0|0|0|1|0|0|1|1|0|0|0|5|1|0|0
sm7_bear|(null)|dm|2|1|1|0|2|1|2|0|0|5|7|0|4|0|0|11|0|1|1|1|1|0|0|0|9|0|0|0
sm7_frib|Stoneless generated map |dm|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|4|1|0|0
sm7_inane|(null)|dm|2|0|2|1|1|0|4|0|0|4|0|0|2|0|0|6|0|2|0|1|0|0|0|0|7|0|0|0
sm7_rap|(null)|dm|2|2|2|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|5|0|0|0
sm7_ray|46   2\|dm|1|0|1|0|2|1|2|0|0|2|5|0|13|1|0|9|1|1|1|1|1|0|0|0|11|2|0|0
sm83_frik|Blue Shit|dm|0|0|1|1|1|0|0|0|0|3|0|0|3|0|0|4|1|1|0|1|1|0|0|0|7|0|0|0
sm83_ray|we are your overlords|dm|2|0|1|1|2|1|0|2|1|1|1|3|1|2|2|6|1|0|2|0|0|0|0|0|8|3|0|0
sm83_rpg|Speedmetal|dm|1|0|1|1|2|1|0|0|2|0|2|0|4|0|2|5|1|2|1|1|1|0|0|0|5|3|0|0
sm83_scampie|(null)|dm|2|0|1|1|2|2|0|6|4|0|0|4|0|4|0|4|1|0|2|1|0|0|0|0|13|2|0|0
sm84_pope|It s not Love  It s Sex|dm|1|0|0|1|1|1|0|1|0|0|2|0|4|0|0|6|1|0|2|0|1|1|0|0|6|2|0|0
sm84_scampie|kewl map 1 |dm|2|1|1|2|2|2|7|0|0|8|4|0|12|0|0|7|1|0|2|1|1|1|1|0|12|1|0|0
sm85_jacek|(null)|dm|1|1|1|1|1|0|2|0|3|0|0|0|0|2|0|0|0|0|0|0|1|0|0|0|5|1|0|0
sm85_pope|Phallus Omega Penis 2 the Extrem|dm|0|0|0|2|2|1|6|0|0|0|6|0|6|3|0|6|1|0|2|0|1|0|0|0|12|5|0|0
sm85_zwiffle|CockFight  |dm|1|0|1|1|1|0|2|0|0|3|0|0|2|0|0|4|0|0|2|0|1|1|0|0|8|5|0|0
sm87_zwiffle|BEES ATTACK  |dm|2|0|1|1|1|0|3|1|0|6|0|0|3|0|0|4|0|0|1|0|1|0|0|0|8|2|0|0
sm8_aard|Aero100minute ish|dm|0|0|1|1|2|1|0|0|0|1|1|0|3|0|0|6|1|2|1|1|0|0|0|0|7|5|0|0
sm8_bear|(null)|dm|2|0|2|0|2|1|3|0|0|6|6|0|4|0|0|12|0|2|1|1|1|1|0|0|8|0|0|0
sm8_damaul|(null)|dm|0|0|1|1|1|1|0|0|0|5|0|2|0|4|0|5|0|0|0|1|1|1|0|0|6|1|0|0
sm8_frib|LEBANESE CUCUMBER|dm|1|0|1|0|1|1|0|1|2|0|0|4|3|0|3|3|0|0|1|1|0|0|0|0|5|2|0|0
sm8_misyu|Panic |dm|1|0|1|1|1|1|3|0|0|3|1|2|2|0|0|5|0|1|1|1|1|0|0|0|4|2|0|0
sm8_scampie|are YOU speeding  |dm|1|0|1|0|1|1|3|0|0|3|3|0|3|0|0|2|0|0|1|0|1|1|0|1|10|1|0|0
small6|(null)|dm|1|1|4|3|1|1|2|0|0|2|0|0|2|0|0|4|1|0|0|1|1|0|0|0|8|0|0|0
smallone|MADE BY YODDIX|dm|1|0|1|0|1|1|0|2|1|0|0|0|1|0|0|6|0|0|0|0|0|0|0|0|6|0|0|0
smallwrd|SmallWorld|dm|1|1|1|1|1|1|0|1|2|0|0|2|6|0|2|4|1|0|1|0|0|0|0|0|5|0|0|0
smashrev|SmAsH DM   Dead Bird |dm|2|1|1|2|2|1|2|1|2|4|1|3|2|2|4|4|1|2|2|2|1|1|1|0|5|6|0|1
smdm1|Sven and Olaf|dm|3|2|2|2|2|1|1|0|0|1|2|0|3|0|0|14|0|1|1|1|1|1|1|0|4|1|0|0
smdm1f|Sexmachines DM Level|dm|3|2|2|2|4|2|1|0|0|1|2|0|3|0|0|14|0|1|1|1|1|1|1|0|7|2|0|0
smqe1_entar|(null)|dm|1|1|1|0|1|0|1|2|1|2|0|0|2|0|2|2|0|0|0|0|0|1|0|0|6|0|0|0
sndgrdn|(null)|dm|1|1|1|1|1|1|4|0|1|5|2|1|3|1|2|5|2|0|2|1|1|1|1|0|10|2|0|0
sneak|Sneak Attack 1 2 by Digital Visions|dm|1|1|1|1|1|1|11|2|12|7|7|19|6|7|18|10|1|1|1|1|1|0|1|0|8|0|0|0
sniper01|(null)|dm|0|0|1|0|2|1|0|0|2|0|1|0|6|0|2|4|0|0|0|0|1|0|0|0|4|0|0|0
sniper02|Volcano    a rocketman map|dm|2|1|6|2|4|2|1|0|4|3|0|0|5|3|2|6|2|1|1|2|1|0|0|0|8|2|0|0
sniper03|AOE   Space Station   Rocketman|dm|1|0|4|1|4|1|0|2|0|5|3|0|9|1|0|6|1|0|2|1|1|0|1|0|7|6|0|0
sniper04|BOOM  a map by alucard and rocketman|dm|0|2|0|2|3|4|2|0|0|2|2|0|11|1|0|9|0|0|2|1|2|2|1|0|4|1|0|0
skis1|Skleropolis  Blooddawn|dm|1|1|1|1|1|0|1|1|1|3|0|0|1|0|0|6|0|1|1|0|0|0|0|0|8|0|0|0
skis2|Skleropolis   Old worn paths|dm|2|0|3|2|2|1|2|1|2|4|3|4|5|2|5|7|2|0|2|2|1|1|0|0|15|3|0|0
skis3|Fatal to the Flesh|dm|2|0|2|1|2|2|2|1|0|11|5|1|5|1|8|4|1|0|1|2|1|1|1|0|17|6|0|0
skis4|Battles In The North   By SkLERoS|dm|3|1|3|2|2|2|4|1|4|11|5|1|6|1|9|9|2|3|1|1|1|1|1|0|10|6|0|0
skis5|SKIS5  When Heavens End\By  SkLERoS|dm|1|0|1|2|2|2|4|0|0|5|8|0|4|0|8|4|1|2|1|1|0|0|0|0|9|4|0|0
skis5o|SKIS5  When Heavens End\By  SkLERoS|dm|1|0|1|2|2|2|4|0|0|5|8|0|4|0|8|4|1|2|1|1|0|0|0|0|9|4|0|0
skisen|Skleropolis \Death to peace  war at last\By Skleros|dm|0|0|0|0|4|4|0|0|0|0|0|8|0|8|8|12|2|4|1|0|0|0|0|0|7|0|0|0
skkip|Command HQ|dm|2|1|1|1|1|1|1|0|0|3|4|0|5|0|0|8|0|1|1|1|1|1|1|0|16|1|0|1
skteam|Smackdown beta map\By Skleros|dm|1|1|1|1|2|1|4|1|1|5|2|0|4|1|9|6|2|1|1|1|1|1|0|0|8|2|0|0
skull|Skull Hunt\\by Zaka\|dm|2|0|0|1|2|1|2|0|0|0|2|0|3|1|0|8|1|1|1|1|0|0|0|0|8|2|0|0
skybase|The SkyBase|dm|1|1|1|1|1|1|4|0|0|7|3|0|4|0|0|7|1|1|1|1|1|1|1|0|6|0|3|0
skydm1|The Iron Fortress|dm|3|0|4|2|2|2|2|5|6|0|0|3|4|4|3|10|2|2|2|2|1|1|1|0|8|5|0|0
skydm2|The Iron Factory|dm|4|0|3|3|2|2|2|4|6|0|2|4|0|3|2|9|2|3|2|2|1|1|1|0|12|9|0|0
skydm3|Elektronenhirn|dm|1|0|2|1|2|1|0|2|3|0|0|2|1|1|3|4|0|1|1|1|1|1|0|0|6|8|0|0
skyduel|Welcome to SkyDuel by  Ruohis|dm|1|1|1|1|1|1|2|0|0|2|0|1|1|2|2|8|1|1|1|1|1|0|0|0|10|8|0|0
skyhigh|(null)|dm|3|2|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|5|0|0|0
skylab|skylab   the floating castle|dm|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|0|1|0|3|0
skywalk|    SkyWalk   |dm|1|0|1|1|2|1|2|0|0|5|5|0|4|0|0|4|0|0|1|1|0|0|0|0|6|3|0|0
slag|Slagalicious   by Dan Becker|dm|1|0|1|1|1|0|6|0|0|6|0|0|12|0|0|0|0|0|0|0|1|0|0|0|8|0|0|0
slap|(null)|dm|1|1|1|1|1|0|2|2|2|1|0|0|2|2|0|5|0|0|2|1|1|0|0|0|6|2|0|1
